gene_id	transcript_id	symbol	refseq_mane	ts_end	ts_start	chrom_ensembl	chrom_ucsc
ENSG00000172009	ENST00000307741	THOP1	NM_003249.5	2815807	2785503	19	chr19
ENSG00000172006	ENST00000317243	ZNF554	NM_001102651.2	2836735	2819868	19	chr19
ENSG00000186300	ENST00000334241	ZNF555	NM_152791.5	2860471	2841475	19	chr19
ENSG00000172000	ENST00000307635	ZNF556	NM_024967.3	2883445	2867335	19	chr19
ENSG00000171970	ENST00000306908	ZNF57	NM_173480.3	2918473	2900928	19	chr19
ENSG00000175691	ENST00000314531	ZNF77	NM_021217.3	2944971	2933218	19	chr19
ENSG00000104953	ENST00000246112	TLE6	NM_001143986.2	2995179	2977564	19	chr19
ENSG00000065717	ENST00000262953	TLE2	NM_003260.5	3029280	2997644	19	chr19
ENSG00000104964	ENST00000327141	TLE5	NM_001130.6	3062495	3052910	19	chr19
ENSG00000088256	ENST00000078429	GNA11	NM_002067.5	3123999	3094362	19	chr19
ENSG00000060558	ENST00000262958	GNA15	NM_002068.4	3163749	3136033	19	chr19
ENSG00000125910	ENST00000246115	S1PR4	NM_003775.4	3180332	3178769	19	chr19
ENSG00000125912	ENST00000246117	NCLN	NM_020170.4	3209575	3185930	19	chr19
ENSG00000161082	ENST00000292672	CELF5	NM_021938.4	3297076	3224661	19	chr19
ENSG00000141905	ENST00000443272	NFIC	NM_001245002.2	3469217	3366583	19	chr19
ENSG00000095932	ENST00000215531	SMIM24	NM_001136503.2	3480525	3473986	19	chr19
ENSG00000129932	ENST00000427575	DOHH	NM_001145165.2	3500674	3490824	19	chr19
ENSG00000105325	ENST00000441788	FZR1	NM_016263.4	3538334	3506311	19	chr19
ENSG00000183397	ENST00000329493	C19orf71	NM_001135580.2	3544030	3539174	19	chr19
ENSG00000161091	ENST00000355415	MFSD12	NM_174983.5	3557586	3544199	19	chr19
ENSG00000064961	ENST00000333651	HMG20B	NM_006339.3	3579083	3572944	19	chr19
ENSG00000179855	ENST00000644452	GIPC3	NM_133261.3	3593541	3585478	19	chr19
ENSG00000006638	ENST00000375190	TBXA2R	NM_001060.6	3606875	3594507	19	chr19
ENSG00000105298	ENST00000429344	CACTIN	NM_001080543.2	3626790	3610645	19	chr19
ENSG00000186111	ENST00000335312	PIP5K1C	NM_012398.3	3700468	3630183	19	chr19
ENSG00000105289	ENST00000541714	TJP3	NM_001267560.2	3750813	3708384	19	chr19
ENSG00000011132	ENST00000316757	APBA3	NM_004886.4	3761692	3750772	19	chr19
ENSG00000183617	ENST00000330133	MRPL54	NM_172251.3	3767565	3762682	19	chr19
ENSG00000173976	ENST00000555633	RAX2	NM_001319074.4	3772228	3769089	19	chr19
ENSG00000007264	ENST00000310132	MATK	NM_139355.3	3786381	3777973	19	chr19
ENSG00000105278	ENST00000262961	ZFR2	NM_015174.2	3869038	3804024	19	chr19
ENSG00000167654	ENST00000450849	ATCAY	NM_033064.5	3928082	3880685	19	chr19
ENSG00000077009	ENST00000168977	NMRK2	NM_170678.3	3942416	3933069	19	chr19
ENSG00000167657	ENST00000545797	DAPK3	NM_001348.3	3971099	3958453	19	chr19
ENSG00000167658	ENST00000309311	EEF2	NM_001961.4	3985463	3976056	19	chr19
ENSG00000105229	ENST00000262971	PIAS4	NM_015897.4	4039386	4007736	19	chr19
ENSG00000178951	ENST00000322357	ZBTB7A	NM_015898.4	4066899	4043303	19	chr19
ENSG00000126934	ENST00000262948	MAP2K2	NM_030662.4	4124122	4090321	19	chr19
ENSG00000060566	ENST00000078445	CREB3L3	NM_032607.3	4173054	4153631	19	chr19
ENSG00000077463	ENST00000337491	SIRT6	NM_016539.4	4182563	4174109	19	chr19
ENSG00000089847	ENST00000318934	ANKRD24	NM_001393985.1	4224814	4182689	19	chr19
ENSG00000105246	ENST00000221847	EBI3	NM_005755.3	4237528	4229523	19	chr19
ENSG00000105248	ENST00000262962	YJU2	NM_018074.6	4269088	4247080	19	chr19
ENSG00000105251	ENST00000543264	SHD	NM_020209.4	4290722	4279266	19	chr19
ENSG00000105255	ENST00000221856	FSD1	NM_024333.3	4323836	4304598	19	chr19
ENSG00000178078	ENST00000594605	STAP2	NM_001013841.2	4338827	4324043	19	chr19
ENSG00000008382	ENST00000599840	MPND	NM_001300862.2	4360078	4343562	19	chr19
ENSG00000141985	ENST00000269886	SH3GL1	NM_003025.4	4400547	4360370	19	chr19
ENSG00000167670	ENST00000301280	CHAF1A	NM_005483.3	4443397	4402640	19	chr19
ENSG00000167671	ENST00000301281	UBXN6	NM_025241.3	4457794	4445006	19	chr19
ENSG00000167674	ENST00000616600	HDGFL2	NM_001001520.3	4502207	4472297	19	chr19
ENSG00000167676	ENST00000301286	PLIN4	NM_001367868.2	4518486	4502192	19	chr19
ENSG00000214456	ENST00000381848	PLIN5	NM_001013706.3	4535224	4522531	19	chr19
ENSG00000171236	ENST00000306390	LRG1	NM_052972.3	4540036	4536402	19	chr19
ENSG00000167680	ENST00000586582	SEMA6B	NM_032108.4	4559684	4542593	19	chr19
ENSG00000185361	ENST00000327473	TNFAIP8L1	NM_152362.3	4655568	4639516	19	chr19
ENSG00000074842	ENST00000262947	MYDGF	NM_019107.4	4670342	4657545	19	chr19
ENSG00000142002	ENST00000262960	DPP9	NM_139159.5	4723842	4675227	19	chr19
ENSG00000141965	ENST00000269856	FEM1A	NM_018708.3	4801273	4791734	19	chr19
ENSG00000127666	ENST00000248244	TICAM1	NM_182919.4	4831712	4815932	19	chr19
ENSG00000105355	ENST00000221957	PLIN3	NM_005817.5	4867667	4838341	19	chr19
ENSG00000205784	ENST00000650722	ARRDC5	NM_001080523.3	4902896	4890437	19	chr19
ENSG00000276043	ENST00000650932	UHRF1	NM_001048201.3	4962154	4909501	19	chr19
ENSG00000127663	ENST00000159111	KDM4B	NM_015015.3	5153598	4969113	19	chr19
ENSG00000105426	ENST00000262963	PTPRS	NM_002850.4	5340812	5205508	19	chr19
ENSG00000105428	ENST00000222033	ZNRF4	NM_181710.4	5456856	5455417	19	chr19
ENSG00000130254	ENST00000252542	SAFB2	NM_014649.3	5622776	5586999	19	chr19
ENSG00000160633	ENST00000588852	SAFB	NM_001201338.2	5668478	5623083	19	chr19
ENSG00000174917	ENST00000309324	MICOS13	NM_205767.3	5680516	5678422	19	chr19
ENSG00000167733	ENST00000339423	HSD11B1L	NM_198706.3	5688522	5681027	19	chr19
ENSG00000130255	ENST00000347512	RPL36	NM_033643.3	5691875	5690295	19	chr19
ENSG00000196365	ENST00000360614	LONP1	NM_004793.4	5720146	5691834	19	chr19
ENSG00000174898	ENST00000381624	CATSPERD	NM_152784.4	5778734	5720637	19	chr19
ENSG00000212123	ENST00000419421	PRR22	NM_001134316.2	5784746	5782960	19	chr19
ENSG00000141994	ENST00000309061	DUS3L	NM_020175.3	5791163	5785140	19	chr19
ENSG00000171119	ENST00000303212	NRTN	NM_004558.5	5828324	5805067	19	chr19
ENSG00000156413	ENST00000318336	FUT6	NM_000150.4	5839702	5830408	19	chr19
ENSG00000130383	ENST00000588525	FUT5	NM_002034.2	5870540	5865826	19	chr19
ENSG00000174886	ENST00000308961	NDUFA11	NM_175614.5	5903790	5894675	19	chr19
ENSG00000187650	ENST00000339485	VMAC	NM_001017921.4	5910853	5904872	19	chr19
ENSG00000105519	ENST00000588776	CAPS	NM_004058.5	5916211	5914254	19	chr19
ENSG00000031823	ENST00000340578	RANBP3	NM_007322.3	5978140	5916139	19	chr19
ENSG00000087903	ENST00000303657	RFX2	NM_000635.4	6110500	5993164	19	chr19
ENSG00000130377	ENST00000588485	ACSBG2	NM_030924.5	6193091	6135667	19	chr19
ENSG00000130382	ENST00000252674	MLLT1	NM_005934.4	6279975	6210381	19	chr19
ENSG00000167769	ENST00000301452	ACER1	NM_133492.3	6333612	6306142	19	chr19
ENSG00000125656	ENST00000245816	CLPP	NM_006012.4	6370242	6361531	19	chr19
ENSG00000125652	ENST00000245812	ALKBH7	NM_032306.4	6375250	6372794	19	chr19
ENSG00000125650	ENST00000245810	PSPN	NM_004158.5	6375933	6375148	19	chr19
ENSG00000125651	ENST00000394456	GTF2F1	NM_002096.3	6393164	6379572	19	chr19
ENSG00000088247	ENST00000600480	KHSRP	NM_001366299.1	6424811	6413102	19	chr19
ENSG00000181240	ENST00000321510	SLC25A41	NM_173637.4	6433763	6426037	19	chr19
ENSG00000125648	ENST00000301454	SLC25A23	NM_024103.3	6459792	6440064	19	chr19
ENSG00000130545	ENST00000600229	CRB3	NM_139161.5	6467221	6464271	19	chr19
ENSG00000205744	ENST00000381480	DENND1C	NM_024898.4	6481787	6467207	19	chr19
ENSG00000104833	ENST00000264071	TUBB4A	NM_006087.4	6502309	6494319	19	chr19
ENSG00000125657	ENST00000245817	TNFSF9	NM_003811.4	6535924	6531026	19	chr19
ENSG00000125726	ENST00000245903	CD70	NM_001252.5	6591150	6585839	19	chr19
ENSG00000125735	ENST00000675206	TNFSF14	NM_001376887.1	6670160	6661253	19	chr19
ENSG00000125730	ENST00000245907	C3	NM_000064.4	6720650	6677704	19	chr19
ENSG00000125734	ENST00000264080	GPR108	NM_001080452.2	6737580	6729914	19	chr19
ENSG00000125733	ENST00000313244	TRIP10	NM_001288962.2	6751530	6739680	19	chr19
ENSG00000125731	ENST00000245908	SH2D3A	NM_005490.3	6767435	6752160	19	chr19
ENSG00000141968	ENST00000602142	VAV1	NM_005428.4	6857361	6772708	19	chr19
ENSG00000174837	ENST00000312053	ADGRE1	NM_001974.5	6940450	6887579	19	chr19
ENSG00000196589	ENST00000636986	MBD3L2B	NM_001364674.2	7021431	7018969	19	chr19
ENSG00000237247	ENST00000329753	MBD3L5	NM_001136507.2	7033011	7030578	19	chr19
ENSG00000205718	ENST00000381394	MBD3L4	NM_001164419.3	7040179	7037749	19	chr19
ENSG00000230522	ENST00000381393	MBD3L2	NM_144614.4	7051735	7049321	19	chr19
ENSG00000182315	ENST00000333843	MBD3L3	NM_001164425.4	7058676	7056207	19	chr19
ENSG00000130544	ENST00000252840	ZNF557	NM_024341.3	7087968	7069703	19	chr19
ENSG00000171105	ENST00000302850	INSR	NM_000208.4	7294414	7112265	19	chr19
ENSG00000104880	ENST00000668164	ARHGEF18	NM_001367823.1	7472478	7348937	19	chr19
ENSG00000104883	ENST00000221480	PEX11G	NM_080662.4	7489035	7476875	19	chr19
ENSG00000198723	ENST00000361664	TEX45	NM_198534.3	7508450	7497548	19	chr19
ENSG00000198816	ENST00000597229	ZNF358	NM_018083.5	7521025	7516103	19	chr19
ENSG00000090674	ENST00000264079	MCOLN1	NM_020533.3	7534009	7522624	19	chr19
ENSG00000032444	ENST00000600737	PNPLA6	NM_001166114.2	7561764	7535717	19	chr19
ENSG00000076826	ENST00000160298	CAMSAP3	NM_020902.2	7618304	7595863	19	chr19
ENSG00000076924	ENST00000358368	XAB2	NM_020196.3	7629545	7619525	19	chr19
ENSG00000229833	ENST00000594797	PET100	NM_001171155.2	7631956	7629793	19	chr19
ENSG00000174788	ENST00000311069	PCP2	NM_174895.3	7633719	7631615	19	chr19
ENSG00000076944	ENST00000221283	STXBP2	NM_006949.4	7647873	7637110	19	chr19
ENSG00000104918	ENST00000221515	RETN	NM_020415.4	7670455	7669049	19	chr19
ENSG00000183019	ENST00000333598	MCEMP1	NM_174918.3	7679829	7677090	19	chr19
ENSG00000181029	ENST00000596148	TRAPPC5	NM_001042462.2	7687703	7680833	19	chr19
ENSG00000104921	ENST00000597921	FCER2	NM_001220500.2	7702131	7688776	19	chr19
ENSG00000182566	ENST00000328853	CLEC4G	NM_198492.4	7732110	7728957	19	chr19
ENSG00000090659	ENST00000315599	CD209	NM_021155.4	7747534	7739993	19	chr19
ENSG00000104938	ENST00000327325	CLEC4M	NM_014257.5	7769605	7763243	19	chr19
ENSG00000142459	ENST00000538904	EVI5L	NM_001159944.3	7864976	7830218	19	chr19
ENSG00000183248	ENST00000618550	PRR36	NM_001190467.2	7874390	7868719	19	chr19
ENSG00000171017	ENST00000306708	LRRC8E	NM_025061.6	7902016	7888510	19	chr19
ENSG00000076984	ENST00000397979	MAP2K7	NM_145185.4	7914478	7903877	19	chr19
ENSG00000260001	ENST00000565886	TGFBR3L	NM_001195259.2	7919097	7914830	19	chr19
ENSG00000104976	ENST00000221573	SNAPC2	NM_003083.4	7923250	7920338	19	chr19
ENSG00000178531	ENST00000318978	CTXN1	NM_206833.4	7926135	7924491	19	chr19
ENSG00000104980	ENST00000270538	TIMM44	NM_006351.4	7943666	7926718	19	chr19
ENSG00000066044	ENST00000407627	ELAVL1	NM_001419.3	8005641	7958573	19	chr19
ENSG00000131142	ENST00000315626	CCL25	NM_005624.4	8062650	8052760	19	chr19
ENSG00000142449	ENST00000600128	FBN3	NM_032447.5	8149592	8065402	19	chr19
ENSG00000090661	ENST00000251363	CERS4	NM_024552.3	8262421	8209370	19	chr19
ENSG00000167775	ENST00000301458	CD320	NM_016579.4	8308358	8302127	19	chr19
ENSG00000267855	ENST00000301457	NDUFA7	NM_005001.5	8321375	8311284	19	chr19
ENSG00000233927	ENST00000600659	RPS28	NM_001031.5	8323340	8321496	19	chr19
ENSG00000186994	ENST00000330915	KANK3	NM_198471.3	8343262	8322584	19	chr19
ENSG00000167772	ENST00000301455	ANGPTL4	NM_139314.3	8374370	8364155	19	chr19
ENSG00000185236	ENST00000328024	RAB11B	NM_004218.4	8404434	8390360	19	chr19
ENSG00000099785	ENST00000215555	MARCHF2	NM_001005415.2	8439017	8413305	19	chr19
ENSG00000099783	ENST00000325495	HNRNPM	NM_005968.5	8489114	8444975	19	chr19
ENSG00000133246	ENST00000423345	PRAM1	NM_032152.5	8502640	8490056	19	chr19
ENSG00000133250	ENST00000393927	ZNF414	NM_001146175.2	8514167	8509678	19	chr19
ENSG00000142347	ENST00000644032	MYO1F	NM_012335.4	8577442	8520778	19	chr19
ENSG00000142303	ENST00000597188	ADAMTS10	NM_030957.4	8610715	8580240	19	chr19
ENSG00000268480	ENST00000691075	NFILZ	NM_001378600.1	8681151	8630633	19	chr19
ENSG00000181786	ENST00000324436	ACTL9	NM_178525.5	8698795	8697400	19	chr19
ENSG00000181733	ENST00000641125	OR2Z1	NM_001004699.3	8732160	8721634	19	chr19
ENSG00000167785	ENST00000601372	ZNF558	NM_144693.3	8832304	8806170	19	chr19
ENSG00000170948	ENST00000595891	MBD3L1	NM_001393532.1	8843319	8832377	19	chr19
ENSG00000170929	ENST00000641627	OR1M1	NM_001004456.2	9095669	9087061	19	chr19
ENSG00000170923	ENST00000641081	OR7G2	NM_001005193.2	9107475	9100407	19	chr19
ENSG00000161807	ENST00000541538	OR7G1	NM_001005192.2	9115763	9114828	19	chr19
ENSG00000170920	ENST00000305444	OR7G3	NM_001001958.1	9126950	9126012	19	chr19
ENSG00000130803	ENST00000247956	ZNF317	NM_020933.5	9163413	9140397	19	chr19
ENSG00000188000	ENST00000641288	OR7D2	NM_175883.4	9188818	9178979	19	chr19
ENSG00000174667	ENST00000641669	OR7D4	NM_001005191.3	9219589	9210276	19	chr19
ENSG00000237521	ENST00000456448	OR7E24	NM_001079935.2	9252625	9250930	19	chr19
ENSG00000196110	ENST00000591998	ZNF699	NM_198535.3	9309838	9291140	19	chr19
ENSG00000188321	ENST00000603380	ZNF559	NM_032497.3	9345871	9324179	19	chr19
ENSG00000270011	ENST00000683217	ZNF559-ZNF177	NM_001172651.2	9382617	9363013	19	chr19
ENSG00000174652	ENST00000592904	ZNF266	NM_001370374.1	9435573	9412429	19	chr19
ENSG00000198028	ENST00000301480	ZNF560	NM_152476.3	9498616	9466355	19	chr19
ENSG00000130818	ENST00000253115	ZNF426	NM_024106.3	9538645	9523223	19	chr19
ENSG00000197961	ENST00000320451	ZNF121	NM_001008727.5	9584504	9560329	19	chr19
ENSG00000171469	ENST00000302851	ZNF561	NM_152289.3	9621232	9607329	19	chr19
ENSG00000171466	ENST00000453372	ZNF562	NM_001130031.2	9675100	9641807	19	chr19
ENSG00000127452	ENST00000247977	FBXL12	NM_017703.3	9819079	9810270	19	chr19
ENSG00000198258	ENST00000586895	UBL5	NM_001048241.3	9830115	9827918	19	chr19
ENSG00000127445	ENST00000247970	PIN1	NM_006221.4	9849689	9835318	19	chr19
ENSG00000105088	ENST00000264833	OLFM2	NM_058164.4	9936515	9853718	19	chr19
ENSG00000080573	ENST00000264828	COL5A3	NM_015719.4	10010504	9959561	19	chr19
ENSG00000080511	ENST00000591589	RDH8	NM_015725.4	10022279	10013483	19	chr19
ENSG00000130813	ENST00000253110	SHFL	NM_018381.4	10093243	10086317	19	chr19
ENSG00000130812	ENST00000253109	ANGPTL6	NM_031917.3	10102678	10092338	19	chr19
ENSG00000130810	ENST00000253107	PPAN	NM_020230.7	10112012	10106362	19	chr19
ENSG00000244165	ENST00000321826	P2RY11	NM_002566.5	10115372	10111693	19	chr19
ENSG00000130811	ENST00000253108	EIF3G	NM_003755.5	10119899	10115014	19	chr19
ENSG00000130816	ENST00000359526	DNMT1	NM_001130823.3	10194953	10133346	19	chr19
ENSG00000267534	ENST00000646641	S1PR2	NM_004230.4	10231331	10221433	19	chr19
ENSG00000105364	ENST00000253099	MRPL4	NM_015956.3	10260055	10252214	19	chr19
ENSG00000090339	ENST00000264832	ICAM1	NM_000201.3	10286615	10271120	19	chr19
ENSG00000105371	ENST00000380770	ICAM4	NM_001544.5	10288520	10286955	19	chr19
ENSG00000105376	ENST00000221980	ICAM5	NM_003259.4	10296778	10289952	19	chr19
ENSG00000267673	ENST00000393708	FDX2	NM_001031734.4	10316015	10310045	19	chr19
ENSG00000161847	ENST00000617231	RAVER1	NM_133452.3	10333529	10316212	19	chr19
ENSG00000076662	ENST00000160262	ICAM3	NM_002162.5	10339624	10333776	19	chr19
ENSG00000105397	ENST00000525621	TYK2	NM_003331.5	10380572	10350533	19	chr19
ENSG00000105401	ENST00000222005	CDC37	NM_007065.4	10403542	10391133	19	chr19
ENSG00000065989	ENST00000380702	PDE4A	NM_001111307.2	10469630	10420538	19	chr19
ENSG00000079999	ENST00000171111	KEAP1	NM_203500.2	10503356	10486125	19	chr19
ENSG00000180739	ENST00000333430	S1PR5	NM_030760.5	10517447	10512742	19	chr19
ENSG00000130734	ENST00000309469	ATG4D	NM_032885.6	10553418	10543904	19	chr19
ENSG00000129347	ENST00000312962	KRI1	NM_023008.5	10566010	10553085	19	chr19
ENSG00000129355	ENST00000393599	CDKN2D	NM_001800.4	10568979	10566460	19	chr19
ENSG00000129354	ENST00000250244	AP1M2	NM_005498.5	10587312	10572671	19	chr19
ENSG00000129353	ENST00000335757	SLC44A2	NM_020428.4	10644557	10625553	19	chr19
ENSG00000213339	ENST00000250237	QTRT1	NM_031209.3	10713365	10701439	19	chr19
ENSG00000079805	ENST00000389253	DNM2	NM_001005361.3	10831903	10718079	19	chr19
ENSG00000099203	ENST00000214869	TMED1	NM_006858.4	10836212	10832067	19	chr19
ENSG00000214212	ENST00000397820	C19orf38	NM_001136482.3	10869790	10848415	19	chr19
ENSG00000142453	ENST00000327064	CARM1	NM_199141.2	10923075	10871553	19	chr19
ENSG00000130733	ENST00000586748	YIPF2	NM_001321439.2	10928639	10922193	19	chr19
ENSG00000142444	ENST00000270502	TIMM29	NM_138358.4	10930254	10928811	19	chr19
ENSG00000127616	ENST00000344626	SMARCA4	NM_003072.5	11062273	10961030	19	chr19
ENSG00000130164	ENST00000558518	LDLR	NM_000527.5	11133820	11089463	19	chr19
ENSG00000161888	ENST00000592540	SPC24	NM_182513.4	11155782	11145493	19	chr19
ENSG00000197256	ENST00000586659	KANK2	NM_001136191.3	11197545	11164270	19	chr19
ENSG00000130158	ENST00000294618	DOCK6	NM_020812.4	11262524	11199295	19	chr19
ENSG00000130173	ENST00000252453	ANGPTL8	NM_018687.7	11241943	11239619	19	chr19
ENSG00000130167	ENST00000590327	TSPAN16	NM_001282509.2	11315967	11296160	19	chr19
ENSG00000105514	ENST00000222120	RAB3D	NM_004283.4	11339657	11322068	19	chr19
ENSG00000105518	ENST00000354882	TMEM205	NM_198536.3	11346268	11342778	19	chr19
ENSG00000183401	ENST00000458408	CCDC159	NM_001080503.3	11354944	11346519	19	chr19
ENSG00000105520	ENST00000688289	PLPPR2	NM_001393892.1	11365698	11355432	19	chr19
ENSG00000173928	ENST00000674460	SWSAP1	NM_175871.4	11376169	11374666	19	chr19
ENSG00000187266	ENST00000222139	EPOR	NM_000121.4	11384314	11377207	19	chr19
ENSG00000205517	ENST00000380456	RGL3	NM_001035223.4	11419314	11394060	19	chr19
ENSG00000198003	ENST00000356392	ODAD3	NM_145045.5	11435121	11420605	19	chr19
ENSG00000130175	ENST00000677123	PRKCSH	NM_001289104.2	11450968	11435635	19	chr19
ENSG00000196361	ENST00000359227	ELAVL3	NM_001420.4	11481046	11451326	19	chr19
ENSG00000161914	ENST00000293771	ZNF653	NM_138783.4	11505839	11483429	19	chr19
ENSG00000130159	ENST00000270517	ECSIT	NM_016581.5	11529134	11505929	19	chr19
ENSG00000130176	ENST00000252456	CNN1	NM_001299.6	11550323	11538851	19	chr19
ENSG00000102575	ENST00000648477	ACP5	NM_001611.5	11577645	11574660	19	chr19
ENSG00000198551	ENST00000361113	ZNF627	NM_145295.4	11619161	11597483	19	chr19
ENSG00000197933	ENST00000341191	ZNF823	NM_001080493.4	11738946	11721265	19	chr19
ENSG00000197044	ENST00000357901	ZNF441	NM_152355.3	11784078	11767000	19	chr19
ENSG00000177599	ENST00000323169	ZNF491	NM_152356.4	11808503	11798523	19	chr19
ENSG00000171295	ENST00000304060	ZNF440	NM_152357.3	11835216	11814273	19	chr19
ENSG00000171291	ENST00000682736	ZNF439	NM_001348719.2	11869486	11848726	19	chr19
ENSG00000198429	ENST00000429654	ZNF69	NM_001364730.1	11906696	11887782	19	chr19
ENSG00000196757	ENST00000254321	ZNF700	NM_144566.3	11950763	11925107	19	chr19
ENSG00000197054	ENST00000358987	ZNF763	NM_001367172.2	11980617	11965040	19	chr19
ENSG00000197647	ENST00000550507	ZNF433	NM_001308348.2	12035679	12014715	19	chr19
ENSG00000257446	ENST00000547628	ZNF878	NM_001080404.3	12052961	12043805	19	chr19
ENSG00000223547	ENST00000439326	ZNF844	NM_001136501.3	12081565	12064731	19	chr19
ENSG00000132010	ENST00000334213	ZNF20	NM_021143.4	12140350	12131350	19	chr19
ENSG00000257591	ENST00000439556	ZNF625	NM_145233.4	12156734	12144890	19	chr19
ENSG00000196646	ENST00000343979	ZNF136	NM_003437.5	12189871	12163096	19	chr19
ENSG00000197857	ENST00000355684	ZNF44	NM_016264.4	12294883	12271808	19	chr19
ENSG00000188868	ENST00000293725	ZNF563	NM_145276.3	12333633	12317477	19	chr19
ENSG00000198342	ENST00000242804	ZNF442	NM_030824.3	12365683	12345944	19	chr19
ENSG00000196466	ENST00000430385	ZNF799	NM_001080821.3	12401271	12390016	19	chr19
ENSG00000180855	ENST00000301547	ZNF443	NM_005815.5	12441021	12429706	19	chr19
ENSG00000242852	ENST00000397732	ZNF709	NM_152601.4	12484816	12461184	19	chr19
ENSG00000249709	ENST00000339282	ZNF564	NM_144976.4	12551482	12525373	19	chr19
ENSG00000188033	ENST00000311437	ZNF490	NM_020714.3	12610813	12576100	19	chr19
ENSG00000173875	ENST00000343325	ZNF791	NM_153358.3	12633834	12610920	19	chr19
ENSG00000104774	ENST00000456935	MAN2B1	NM_000528.4	12666742	12646512	19	chr19
ENSG00000123154	ENST00000418543	WDR83	NM_001099737.3	12675832	12666807	19	chr19
ENSG00000105583	ENST00000596731	WDR83OS	NM_016145.4	12669415	12668073	19	chr19
ENSG00000095059	ENST00000210060	DHPS	NM_001930.4	12681880	12675717	19	chr19
ENSG00000283980	ENST00000640151	GNG14	NM_001316692.2	12688422	12687998	19	chr19
ENSG00000132004	ENST00000393261	FBXW9	NM_032301.3	12696631	12688916	19	chr19
ENSG00000105576	ENST00000425528	TNPO2	NM_001382241.1	12723932	12699201	19	chr19
ENSG00000123144	ENST00000242784	TRIR	NM_024038.4	12734684	12730640	19	chr19
ENSG00000198356	ENST00000357332	GET3	NM_004317.4	12748323	12737497	19	chr19
ENSG00000039987	ENST00000553030	BEST2	NM_017682.3	12758458	12751791	19	chr19
ENSG00000095066	ENST00000397668	HOOK2	NM_013312.3	12775552	12763003	19	chr19
ENSG00000171223	ENST00000302754	JUNB	NM_002229.3	12793315	12791486	19	chr19
ENSG00000167815	ENST00000301522	PRDX2	NM_005809.6	12801800	12796823	19	chr19
ENSG00000284491	ENST00000639810	THSD8	NM_001386800.1	12804389	12802069	19	chr19
ENSG00000104889	ENST00000221486	RNASEH2A	NM_006397.3	12813640	12806584	19	chr19
ENSG00000132026	ENST00000674343	RTBDN	NM_001270441.2	12834579	12825482	19	chr19
ENSG00000105613	ENST00000251472	MAST1	NM_014975.3	12874952	12838515	19	chr19
ENSG00000105612	ENST00000222219	DNASE2	NM_001375.3	12881449	12875209	19	chr19
ENSG00000105610	ENST00000264834	KLF1	NM_006563.5	12887201	12884422	19	chr19
ENSG00000105607	ENST00000222214	GCDH	NM_000159.4	12899999	12891160	19	chr19
ENSG00000161860	ENST00000293695	SYCE2	NM_001105578.2	12919293	12898786	19	chr19
ENSG00000179115	ENST00000314606	FARSA	NM_004461.3	12933711	12922479	19	chr19
ENSG00000179218	ENST00000316448	CALR	NM_004343.4	12944489	12938609	19	chr19
ENSG00000179262	ENST00000586534	RAD23A	NM_005053.4	12953642	12945862	19	chr19
ENSG00000179271	ENST00000316939	GADD45GIP1	NM_052850.4	12957223	12953119	19	chr19
ENSG00000179284	ENST00000317060	DAND5	NM_152654.3	12974760	12969576	19	chr19
ENSG00000008441	ENST00000592199	NFIX	NM_001365902.3	13098796	12995475	19	chr19
ENSG00000104903	ENST00000264824	LYL1	NM_005583.5	13102858	13099033	19	chr19
ENSG00000104907	ENST00000357720	TRMT1	NM_001136035.4	13116740	13104907	19	chr19
ENSG00000160877	ENST00000292431	NACC1	NM_052876.4	13141147	13118264	19	chr19
ENSG00000104915	ENST00000587230	STX10	NM_003765.3	13150375	13144058	19	chr19
ENSG00000160888	ENST00000292433	IER2	NM_004907.3	13154911	13150411	19	chr19
ENSG00000141837	ENST00000360228	CACNA1A	NM_001127222.2	13506479	13206442	19	chr19
ENSG00000104957	ENST00000221554	YJU2B	NM_030818.4	13763289	13747895	19	chr19
ENSG00000037757	ENST00000040663	MRI1	NM_001031727.4	13774282	13764522	19	chr19
ENSG00000104979	ENST00000588234	C19orf53	NM_014047.3	13778773	13774456	19	chr19
ENSG00000132003	ENST00000590508	ZSWIM4	NM_001367834.3	13832254	13795443	19	chr19
ENSG00000187556	ENST00000339133	NANOS3	NM_001098622.3	13880757	13877134	19	chr19
ENSG00000132016	ENST00000586783	BRME1	NM_001345843.2	13906117	13882348	19	chr19
ENSG00000132024	ENST00000318003	CC2D1A	NM_017721.5	13930879	13906201	19	chr19
ENSG00000132000	ENST00000588872	PODNL1	NM_001370095.3	13938417	13931187	19	chr19
ENSG00000132017	ENST00000254337	DCAF15	NM_138353.4	13961449	13952509	19	chr19
ENSG00000132005	ENST00000254325	RFX1	NM_002918.5	14006320	13961530	19	chr19
ENSG00000171136	ENST00000431365	RLN3	NM_080864.4	14031551	14028148	19	chr19
ENSG00000104998	ENST00000263379	IL27RA	NM_004843.4	14053218	14031762	19	chr19
ENSG00000187867	ENST00000669674	PALM3	NM_001145028.2	14062076	14053367	19	chr19
ENSG00000141854	ENST00000587086	MISP3	NM_001291291.2	14075062	14072786	19	chr19
ENSG00000188032	ENST00000548523	C19orf67	NM_001277378.2	14085783	14081624	19	chr19
ENSG00000072062	ENST00000308677	PRKACA	NM_002730.4	14117762	14091688	19	chr19
ENSG00000105011	ENST00000263382	ASF1B	NM_018154.3	14136589	14119512	19	chr19
